nomInstallation,codeEICResourceObject,codeINSEECommune,Latitude,Longitude,commune,codeDepartement,departement,codeRegion,region,dateMiseEnService,filiere,puisMaxRac,nbGroupes
TEILLAY ENERGIES,17W000000490764Z,35332,47.80779253,-1.522313071,Teillay,35,Ille-et-Vilaine,53,Bretagne,2018-09-21 00:00,Eolien,8000,4
FERME EOL DES BUISSONS-JEU DU TROU,17W0000004923628,2057,49.99656086,3.329708425,Beaurevoir,2,Aisne,32,Hauts-de-France,2018-09-20 00:00,Eolien,10350,3
IEL EXPLOITATION 28,17W000000491363B,85162,46.42472699,-0.665995249,Nieul-sur-l'Autise,85,Vend??e,52,Pays de la Loire,2018-09-20 00:00,Eolien,16000,8
ECOLE CENTRALE NANTES,17W000000493857D,44049,47.29227434,-2.522778444,Le Croisic,44,Loire-Atlantique,52,Pays de la Loire,2018-09-18 00:00,Eolien,3500,1
Confidentiel,17W000000493233E,26207,45.15347462,5.160027829,Montmiral,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2018-09-18 00:00,Eolien,8800,4
Confidentiel,17W000000494215B,26207,45.15347462,5.160027829,Montmiral,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2018-09-18 00:00,Eolien,8800,4
MONTIGNY LA COUR N??2,17W000000492237B,2409,49.58980153,3.964579673,Lappion,2,Aisne,32,Hauts-de-France,2018-09-14 00:00,Eolien,2200,1
FERME EOLIENNE GRANDE PIECE 2,17W000000492334D,28215,48.3262103,1.795194693,Louville-la-Chenard,28,Eure-et-Loir,24,Centre-Val de Loire,2018-08-30 00:00,Eolien,3300,1
PARC EOLIEN DE VOUILLON A,17W000000491533C,36248,46.81998264,1.913206686,Vouillon,36,Indre,24,Centre-Val de Loire,2018-08-30 00:00,Eolien,10350,3
PARC EOLIEN DE VOUILLON B,17W000000476349T,36248,46.81998264,1.913206686,Vouillon,36,Indre,24,Centre-Val de Loire,2018-08-29 00:00,Eolien,10350,
Confidentiel,17W000000499603E,27109,49.1042866,0.83603401,Bray,27,Eure,28,Normandie,2018-08-25 00:00,Eolien,12300,6
PARC EOLIEN DE FRESNOY-FOLNY,17W000000476909H,76286,49.88727333,1.434919025,Fresnoy-Folny,76,Seine-Maritime,28,Normandie,2018-08-14 00:00,Eolien,14100,6
PARC EOLIEN DE DOUX LE VENT,17W000000497627A,52178,48.37118044,4.917063852,Doulevant-le-Ch??teau,52,Haute-Marne,44,Grand-Est,2018-08-11 00:00,Eolien,12800,4
BORALEX LES COTEAUX DU BLAISERON,17W0000004977446,52172,48.40117863,4.91405368,Dommartin-le-Saint-P??re,52,Haute-Marne,44,Grand-Est,2018-08-11 00:00,Eolien,12800,4
FE SAINT CLEMENT,17W0000004953209,80273,49.78433064,1.940468775,??plessier,80,Somme,32,Hauts-de-France,2018-08-10 00:00,Eolien,12000,4
SAINTE COLOMBE B,17W000000476295Q,89339,47.57333268,3.95597782,Sainte-Colombe,89,Yonne,27,Bourgogne-Franche-Comt??,2018-07-31 00:00,Eolien,6600,3
FP LUX WIND SARTHE SAS,17W000000476103O,72355,48.31236397,0.205432244,Thoir??-sous-Contensor,72,Sarthe,52,Pays de la Loire,2018-07-26 00:00,Eolien,10000,5
confidentiel,17W0000009190068,70468,47.82538328,5.819477319,Saint-Marcel,70,Haute-Sa??ne,27,Bourgogne-Franche-Comt??,2018-07-24 00:00,Eolien,4000,
PARC EOLIEN DE VILLERS VICOMTE,17W000000476669B,60692,49.6423565,2.228664937,Villers-Vicomte,60,Oise,32,Hauts-de-France,2018-07-24 00:00,Eolien,7050,3
PARC EOLIEN DU MONT MOYEN,17W000000476050J,60131,49.64941747,2.1054555,Catheux,60,Oise,32,Hauts-de-France,2018-07-24 00:00,Eolien,14100,6
PARC EOLIEN CAMOMILLE,17W0000004760745,80549,50.1005697,2.727665136,Miraumont,80,Somme,32,Hauts-de-France,2018-07-19 00:00,Eolien,4600,2
Confidentiel,17W000000476752O,2004,49.71665736,3.960432118,Agnicourt-et-S??chelles,2,Aisne,32,Hauts-de-France,2018-07-19 00:00,Eolien,12000,4
priv??,17W000000490062U,79174,46.23095837,-0.147888713,Melle,79,Deux-S??vres,75,Nouvelle-Aquitaine,2018-07-19 00:00,Eolien,14000,1
CENTRALE EOLIENNE DE GOULIEN,17W000000461300G,29063,48.05797298,-4.592604416,Goulien,29,Finist??re,53,Bretagne,2018-07-18 00:00,Eolien,6400,16
PARC EOLIEN DE NIBAS IV - 4.6MW,17W000000476363Z,80597,50.09448169,1.588622911,Nibas,80,Somme,32,Hauts-de-France,2018-07-17 00:00,Eolien,4600,2
PARC EOLIEN DU VALBIN (VALBIN 1),17W000000476838E,10055,48.14126288,4.362428285,Bourguignons,10,Aube,44,Grand-Est,2018-07-17 00:00,Eolien,9600,4
EOLIENNES DE SAINT AUBIN,17W000000477031I,11116,43.25780133,3.005475499,Cuxac-d'Aude,11,Aude,76,Occitanie,2018-06-27 00:00,Eolien,11500,5
COESMES 1,17W000000476495I,35082,47.87252333,-1.416404494,Co??smes,35,Ille-et-Vilaine,53,Bretagne,2018-06-27 00:00,Eolien,12000,4
L'ENSINET 2,17W000000476807P,2618,50.01430675,3.39725258,Pr??mont,2,Aisne,32,Hauts-de-France,2018-06-25 00:00,Eolien,13800,4
CENTRALE EOLIENNE DE DEMANGE T1,17W0000004762365,55150,48.59152437,5.472661499,Demange-aux-Eaux,55,Meuse,44,Grand-Est,2018-06-22 00:00,Eolien,8800,4
CENTRALE EOLIENNE DE DEMANGE T2,17W000000476463V,55150,48.59152437,5.472661499,Demange-aux-Eaux,55,Meuse,44,Grand-Est,2018-06-22 00:00,Eolien,11000,5
PARC EOLIEN DE FLAVIN,17W000000477017C,12102,44.28801378,2.621755514,Flavin,12,Aveyron,76,Occitanie,2018-06-20 00:00,Eolien,11000,5
CENTRALE EOLIENNE DE CHASSEPAIN 2,17W0000004770295,36184,46.67588169,1.982330642,Saint-Chartier,36,Indre,24,Centre-Val de Loire,2018-06-15 00:00,Eolien,10000,5
CENTRALE EOLIENNE DE CHASSEPAIN 1,17W0000004763094,36184,46.67588169,1.982330642,Saint-Chartier,36,Indre,24,Centre-Val de Loire,2018-06-15 00:00,Eolien,10000,5
PARC EOLIEN AUTREMENCOURT CUIRIEUX 2,17W000000500672D,2039,49.70512444,3.794198673,Autremencourt,2,Aisne,32,Hauts-de-France,2018-06-12 00:00,Eolien,7200,3
PARC EOLIEN D AUTRENCOURT CUIRIEUX 1,17W0000005006919,2039,49.70512444,3.794198673,Autremencourt,2,Aisne,32,Hauts-de-France,2018-06-12 00:00,Eolien,9000,3
EOLIENNES DU PAISILIER,17W000000497792W,85209,46.51388503,-1.011576604,Saint-??tienne-de-Brillouet,85,Vend??e,52,Pays de la Loire,2018-06-11 00:00,Eolien,8000,10
CEPE DE BRICQUEVILLE,17W000000496063Z,14107,49.2893189,-0.956918428,Bricqueville,14,Calvados,28,Normandie,2018-06-11 00:00,Eolien,8800,4
FERME EOLIENNE DU MERISIER,17W000000476287P,44205,47.4523564,-1.427568832,Les Touches,44,Loire-Atlantique,52,Pays de la Loire,2018-06-08 00:00,Eolien,9400,4
Confidentiel,17W000000476861J,80493,50.09202472,2.505251231,Louvencourt,80,Somme,32,Hauts-de-France,2018-06-06 00:00,Eolien,9200,4
PARC EOLIEN DE LA COTE BELVAT 1,17W000000476113L,51340,48.73666328,4.467001608,Maisons-en-Champagne,51,Marne,44,Grand-Est,2018-06-06 00:00,Eolien,9900,3
PARC EOLIEN DE LA COTE BELVAT 2,17W000000476207C,51340,48.73666328,4.467001608,Maisons-en-Champagne,51,Marne,44,Grand-Est,2018-06-06 00:00,Eolien,10000,5
Confidentiel,17W000000477051C,35082,47.87252333,-1.416404494,Co??smes,35,Ille-et-Vilaine,53,Bretagne,2018-05-29 00:00,Eolien,6000,2
PARC EOL FLESQUIERES,17W000000461190Y,59236,50.12383258,3.119387808,Flesqui??res,59,Nord,32,Hauts-de-France,2018-05-17 00:00,Eolien,9900,3
PARC EOLIEN FLESQUIERES 2,17W000000461827D,59236,50.12383258,3.119387808,Flesqui??res,59,Nord,32,Hauts-de-France,2018-05-17 00:00,Eolien,9900,3
SEPE LA CROIX SAINT MARC,17W0000004621229,57529,49.43772215,6.007012652,Ottange,57,Moselle,44,Grand-Est,2018-05-14 00:00,Eolien,16000,8
JUSTIEA2 - ADP A2 DE LA FERME EOLIENNE DE JUSTICE (LA) (PARC EOLIEN DES EPINETTES),17W000000495853B,28004,48.33163423,1.652004132,Allonnes,28,Eure-et-Loir,24,Centre-Val de Loire,2018-05-12 00:00,Eolien,4400,2
PARC EOLIEN DE CHILLY FRANSART 2,17W000000498882Q,80191,49.79647286,2.769833458,Chilly,80,Somme,32,Hauts-de-France,2018-05-12 00:00,Eolien,10000,4
PARC EOLIEN DE CHILLY FRANSART 1,17W000000500787X,80191,49.79647286,2.769833458,Chilly,80,Somme,32,Hauts-de-France,2018-05-12 00:00,Eolien,10000,4
MONTIGNY LA COUR N??1,17W0000004946113,2553,49.57436185,4.030648182,Nizy-le-Comte,2,Aisne,32,Hauts-de-France,2018-05-10 00:00,Eolien,12000,6
PARC EOLIEN CAMBREUSE,17W000000476681L,80493,50.09202472,2.505251231,Louvencourt,80,Somme,32,Hauts-de-France,2018-05-07 00:00,Eolien,11500,5
PARC EOLIEN DE L'ENSINET 1,17W000000476031N,2618,50.01430675,3.39725258,Pr??mont,2,Aisne,32,Hauts-de-France,2018-05-06 00:00,Eolien,10350,3
PARC EOLIEN DE L'ENSINET 3,17W000000476782F,2618,50.01430675,3.39725258,Pr??mont,2,Aisne,32,Hauts-de-France,2018-05-06 00:00,Eolien,13800,4
PARC EOLIEN DES COURTIBEAUX,17W000000484393U,86234,46.21238899,0.556851384,Saint-Martin-l'Ars,86,Vienne,75,Nouvelle-Aquitaine,2018-05-04 00:00,Eolien,10250,5
COURTIBEAUX,17W000000495796Y,86234,46.21238899,0.556851384,Saint-Martin-l'Ars,86,Vienne,75,Nouvelle-Aquitaine,2018-05-04 00:00,Eolien,10250,5
BOIS DE MONTRIGAUD C,17W0000004612424,26210,45.22643024,5.142896309,Montrigaud,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2018-05-03 00:00,Eolien,10000,2
PARC EOLIEN LA MARETTE,17W000000461359K,80153,50.104145,2.540685517,Bus-l??s-Artois,80,Somme,32,Hauts-de-France,2018-04-27 00:00,Eolien,11600,5
ESPIERS E2 E4 E5,17W000000461372S,28164,48.25845986,1.814478584,Fresnay-l'??v??que,28,Eure-et-Loir,24,Centre-Val de Loire,2018-04-25 00:00,Eolien,10800,3
ESPIERS E1 E3,17W0000004614109,28164,48.25845986,1.814478584,Fresnay-l'??v??que,28,Eure-et-Loir,24,Centre-Val de Loire,2018-04-20 00:00,Eolien,7200,2
ESSEY 2,17W000000499887B,52114,48.02915356,4.932390643,Ch??teauvillain,52,Haute-Marne,44,Grand-Est,2018-04-12 00:00,Eolien,6000,3
ESSEY 1,17W000000499935Q,52114,48.02915356,4.932390643,Ch??teauvillain,52,Haute-Marne,44,Grand-Est,2018-04-12 00:00,Eolien,8000,4
PARC EOLIEN NOYERS BUCAMPS,17W000000494813S,60470,49.54809801,2.266373609,Noyers-Saint-Martin,60,Oise,32,Hauts-de-France,2018-04-10 00:00,Eolien,10000,4
CENTRALE EOLIENNE DE NACHAMPS-COURANT,17W000000461320A,17254,46.02203401,-0.624302957,Nachamps,17,Charente-Maritime,75,Nouvelle-Aquitaine,2018-03-29 00:00,Eolien,9000,3
PARC EOLIEN DE BARLY,17W000000461363T,80055,50.20570875,2.274244255,Barly,80,Somme,32,Hauts-de-France,2018-03-29 00:00,Eolien,10000,5
CENTRALE EOLIENNE DE NACHAMPS-COURANT,17W000000461189J,17254,46.02203401,-0.624302957,Nachamps,17,Charente-Maritime,75,Nouvelle-Aquitaine,2018-03-29 00:00,Eolien,12000,4
CENTRALE EOLIENNE DU FENOUILLEDES,17W000000461388D,66169,42.7767967,2.535651162,Saint-Arnac,66,Pyr??n??es-Orientales,76,Occitanie,2018-03-28 00:00,Eolien,11750,40
CENTRALE EOLIENNE DU PAYS CHAUMONTAIS,17W000000461357O,52251,48.15161028,5.074464821,Jonchery,52,Haute-Marne,44,Grand-Est,2018-03-21 00:00,Eolien,12000,6
BOIS DE MONTRIGAUD B,17W000000461299C,26210,45.22643024,5.142896309,Montrigaud,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2018-03-14 00:00,Eolien,10000,5
EOLIENNES ARQUES 3,17W000000498908Y,12010,44.32208489,2.804046312,Arques,12,Aveyron,76,Occitanie,2018-03-12 00:00,Eolien,6000,24
PARC EOLIEN DE CLAIS 7 050 KW,17W000000494213F,76175,49.81391948,1.473638457,Clais,76,Seine-Maritime,28,Normandie,2018-02-26 00:00,Eolien,7050,1
PARC EOLIEN DE CLAIS,17W000000461176S,76175,49.81391948,1.473638457,Clais,76,Seine-Maritime,28,Normandie,2018-02-26 00:00,Eolien,7050,3
FERME EOLIENNE DE LA HAUTE EPINE SAS,17W000000461182X,2281,48.8992804,3.443841381,L'??pine-aux-Bois,2,Aisne,32,Hauts-de-France,2018-02-23 00:00,Eolien,10000,5
BOIS DE MONTRIGAUD A,17W000000461198I,26210,45.22643024,5.142896309,Montrigaud,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2018-02-19 00:00,Eolien,10000,4
PARCE EOLIEN DE L'OASIS,17W000000461374O,53190,48.37825642,-0.415575081,Le Ribay,53,Mayenne,52,Pays de la Loire,2018-02-19 00:00,Eolien,10250,5
FERME EOLIENNE DE LA HAUTE EPINE,17W000000461267P,2281,48.8992804,3.443841381,L'??pine-aux-Bois,2,Aisne,32,Hauts-de-France,2018-02-15 00:00,Eolien,8000,4
PROD HTA-FERME EOL DE LA HAUTE EPINE-10 MW,17W0000004613048,51380,48.88028691,3.560485563,Montmirail,51,Marne,44,Grand-Est,2018-02-15 00:00,Eolien,12500,
EOLIENNES DE CLANLIEU 2,17W000000476950K,2629,49.84724443,3.663676637,Puisieux-et-Clanlieu,2,Aisne,32,Hauts-de-France,2018-02-08 00:00,Eolien,6600,3
EOLIENNES DE CLANLIEU 1,17W000000476805T,2629,49.84724443,3.663676637,Puisieux-et-Clanlieu,2,Aisne,32,Hauts-de-France,2018-02-08 00:00,Eolien,6600,3
priv??,17W000000488117Y,79174,46.23095837,-0.147888713,Melle,79,Deux-S??vres,75,Nouvelle-Aquitaine,2018-02-08 00:00,Eolien,9400,1
EOLIENNES DU CHAMP CHARDON,17W0000009200248,60351,49.53672016,2.67457954,Lataule,60,Oise,32,Hauts-de-France,2018-02-07 00:00,Eolien,10250,5
CENTERNACH ENERGIE,17W000000146341A,66169,42.7767967,2.535651162,Saint-Arnac,66,Pyr??n??es-Orientales,76,Occitanie,2018-02-05 00:00,Eolien,2350,9
FUTURES ENERGIES LANDES DE LAVERNAT,17W000000461311B,72160,47.71859572,0.346298772,Lavernat,72,Sarthe,52,Pays de la Loire,2018-02-05 00:00,Eolien,8000,4
ENERGIE PLOUYE,17W000000461396E,29211,48.32075461,-3.733952058,Plouy??,29,Finist??re,53,Bretagne,2018-01-19 00:00,Eolien,9200,4
LES CHAMPS D'AMOUR,17W000000461369H,36170,47.10820254,1.812079859,Reboursin,36,Indre,24,Centre-Val de Loire,2018-01-15 00:00,Eolien,8800,4
PARC EOLIEN ORVILLIERS II BIS,17W000000504278Y,10274,48.43876953,3.822491313,Orvilliers-Saint-Julien,10,Aube,44,Grand-Est,2018-01-12 00:00,Eolien,11650,5
TRAN5E02 - ADP 02 DE LA FERME EOLIENNE DE TRANSLOY (LE) (PARC DES HAUTS DE COMBLES),17W000000493213K,62829,50.05025146,2.89232344,Le Transloy,62,Pas-de-Calais,32,Hauts-de-France,2018-01-11 00:00,Eolien,20700,6
TAIL5E03 - ADP 03 DE LA FERME EOLIENNE DES TAILLADES (Parc Eolien de la Montagne Ard??choise Sud 3),17W000000490732B,7136,44.62072588,3.919338192,Laveyrune,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2018-01-09 00:00,Eolien,7040,3
TRAN5E01 - ADP 01 DE LA FERME EOLIENNE DE TRANSLOY (LE) (PARC INTER-DEUX-BOS),17W000000493214I,62829,50.05025146,2.89232344,Le Transloy,62,Pas-de-Calais,32,Hauts-de-France,2018-01-09 00:00,Eolien,34500,10
PARC EOLIEN GUERHARO,17W000000477100P,22037,48.46560696,-3.440677615,La Chapelle-Neuve,22,C??tes-d'Armor,53,Bretagne,2018-01-08 00:00,Eolien,4800,6
SAINTE COLOMBE A,17W0000004769568,89339,47.57333268,3.95597782,Sainte-Colombe,89,Yonne,27,Bourgogne-Franche-Comt??,2018-01-08 00:00,Eolien,8800,4
EOLIENNES DES TROIS PLAINES,17W000000477067Y,76200,49.61486458,1.244447871,Critot,76,Seine-Maritime,28,Normandie,2018-01-08 00:00,Eolien,10000,5
FERME EOLIENNE DE MALAUCOURT,17W000000476502A,57436,48.84329098,6.358901781,Malaucourt-sur-Seille,57,Moselle,44,Grand-Est,2018-01-08 00:00,Eolien,12000,5
S.E.P.E  L'ALEMONT,17W000000434104J,80100,50.01753135,2.122255364,Bettencourt-Saint-Ouen,80,Somme,32,Hauts-de-France,2017-12-21 00:00,Eolien,2000,1
PARC EOLIEN LE GRAND CHAMP,17W000000439940W,80711,50.03429867,2.131159574,Saint-Ouen,80,Somme,32,Hauts-de-France,2017-12-21 00:00,Eolien,8000,4
CABALAS CENTRE (CAB A),17W000000435607P,34121,43.76621939,3.183100968,Joncels,34,H??rault,76,Occitanie,2017-12-19 00:00,Eolien,11500,45
RQREDE02 - ADP 02 DE LA FERME EOLIENNE DE ROQUEREDONDE,17W000000492297U,34233,43.79629623,3.207973775,Roqueredonde,34,H??rault,76,Occitanie,2017-12-19 00:00,Eolien,18400,8
RQREDE01 - ADP 01 DE LA FERME EOLIENNE DE ROQUEREDONDE,17W0000004922931,34233,43.79629623,3.207973775,Roqueredonde,34,H??rault,76,Occitanie,2017-12-19 00:00,Eolien,18400,8
SPEBH EOLIEN HOUDELAINCOURT,17W000000439993B,55248,48.55169991,5.456665192,Houdelaincourt,55,Meuse,44,Grand-Est,2017-12-18 00:00,Eolien,6600,2
PARC EOLIEN SOURCE DE LA SENSEE,17W0000004399779,62406,50.18339961,2.802263636,Hamelincourt,62,Pas-de-Calais,32,Hauts-de-France,2017-12-15 00:00,Eolien,6150,3
PARC EOLIEN DE LA GARENNE,17W000000434214C,60178,49.61253888,2.084890208,Cr??vec??ur-le-Grand,60,Oise,32,Hauts-de-France,2017-12-14 00:00,Eolien,4000,2
SPEBH EOL BONNET,17W000000439991F,55059,48.5253805,5.425923341,Bonnet,55,Meuse,44,Grand-Est,2017-12-13 00:00,Eolien,6600,2
PARC EOLIEN D'OURSEL MAISON II,17W000000460740U,60485,49.60220061,2.177758332,Oursel-Maison,60,Oise,32,Hauts-de-France,2017-12-13 00:00,Eolien,7000,3
PARC EOLIEN D'OURSEL MAISON I,17W000000460694B,60485,49.60220061,2.177758332,Oursel-Maison,60,Oise,32,Hauts-de-France,2017-12-13 00:00,Eolien,9350,4
ENERTRAG LACAUNE SCS PUECH D'EMBUEL,17W000000460650V,81124,43.69727531,2.688332859,Lacaune,81,Tarn,76,Occitanie,2017-12-13 00:00,Eolien,13036,6
VENT DE THIERACHE 03,17W000000434629K,8100,49.83500556,4.326362909,Champlin,8,Ardennes,44,Grand-Est,2017-12-10 00:00,Eolien,2400,1
CEPE DE LA BAUME,17W0000004398993,12122,44.00626861,3.09638243,Lapanouse-de-Cernon,12,Aveyron,76,Occitanie,2017-12-10 00:00,Eolien,13200,6
FERME EOLIENNE DE LICHERES,17W0000003869933,89224,47.71591309,3.842549695,Lich??res-pr??s-Aigremont,89,Yonne,27,Bourgogne-Franche-Comt??,2017-12-09 00:00,Eolien,12000,6
CENTRALE EOLIENNE DE DAINVILLE 1,17W0000003891072,55142,48.45076697,5.508587093,Dainville-Berthel??ville,55,Meuse,44,Grand-Est,2017-12-09 00:00,Eolien,12300,6
PARC EOLIEN DE DAINVILLE 2,17W000000384605B,55142,48.45076697,5.508587093,Dainville-Berthel??ville,55,Meuse,44,Grand-Est,2017-12-09 00:00,Eolien,12300,6
CENTRALE EOLIENNE DE L'OSIERE,17W000000390332Y,2622,49.13061975,3.262807176,Priez,2,Aisne,32,Hauts-de-France,2017-12-07 00:00,Eolien,14000,7
PARC EOLIEN GRAZAS,17W000000440022Z,11421,43.21139999,2.855100924,Villedaigne,11,Aude,76,Occitanie,2017-11-28 00:00,Eolien,6900,3
La Boule Bleue,17W0000009313577,80677,49.94504956,3.096143748,Roisel,80,Somme,32,Hauts-de-France,2017-11-28 00:00,Eolien,14100,
EOLIENNES ARQUES 1,17W000000461202G,12010,44.32208489,2.804046312,Arques,12,Aveyron,76,Occitanie,2017-11-27 00:00,Eolien,8000,4
EOLIENNES ARQUES 2 (SDO1604),17W000000461367L,12010,44.32208489,2.804046312,Arques,12,Aveyron,76,Occitanie,2017-11-27 00:00,Eolien,8000,2
FERME EOLIENNE DE ST JULIEN DU TERROUX,17W000000434202J,53230,48.48354288,-0.409443393,Saint-Julien-du-Terroux,53,Mayenne,52,Pays de la Loire,2017-11-27 00:00,Eolien,10250,5
PARC EOLIEN GUICHERIC,17W000000460683G,11421,43.21139999,2.855100924,Villedaigne,11,Aude,76,Occitanie,2017-11-22 00:00,Eolien,11500,5
PARC EOLIEN DE MONT EN GRAINS,17W000000460585G,80241,50.07575573,2.123188951,Domart-en-Ponthieu,80,Somme,32,Hauts-de-France,2017-11-22 00:00,Eolien,12000,6
priv??,17W000000488515M,79157,47.01761274,-0.180557135,Louzy,79,Deux-S??vres,75,Nouvelle-Aquitaine,2017-11-20 00:00,Eolien,7050,1
FERME EOLIENNE DU FOND SAINT CLEMENT I,17W000000460466O,80179,49.78677669,1.899084799,Cauli??res,80,Somme,32,Hauts-de-France,2017-11-14 00:00,Eolien,11750,5
FERME EOLIENNE DU FOND ST CLEMENT II,17W0000004341536,80179,49.78677669,1.899084799,Cauli??res,80,Somme,32,Hauts-de-France,2017-11-14 00:00,Eolien,11750,5
PARC EOLIEN DE LONGEVES,17W0000004606959,17208,46.2376082,-0.974659437,Long??ves,17,Charente-Maritime,75,Nouvelle-Aquitaine,2017-11-13 00:00,Eolien,9000,3
PARC EOLIEN LUDMILA 3,17W000000383517D,58213,47.39401569,3.023974048,Pougny,58,Ni??vre,27,Bourgogne-Franche-Comt??,2017-11-08 00:00,Eolien,4700,2
PARC EOLIEN EL SINGLA,17W000000048079V,66152,42.82688968,2.436472451,Prugnanes,66,Pyr??n??es-Orientales,76,Occitanie,2017-11-07 00:00,Eolien,9400,4
PARC EOLIEN EL SINGLA 2,17W000000064223L,66187,42.82067485,2.507238703,Saint-Paul-de-Fenouillet,66,Pyr??n??es-Orientales,76,Occitanie,2017-11-07 00:00,Eolien,11750,5
PARC EOLIEN CHAMPAGNE BERRICHONNE,17W0000003892052,36248,46.81998264,1.913206686,Vouillon,36,Indre,24,Centre-Val de Loire,2017-11-04 00:00,Eolien,10000,5
PARC EOLIEN ABLAINZEVELLE 2,17W0000004400121,62002,50.15365955,2.741473611,Ablainzevelle,62,Pas-de-Calais,32,Hauts-de-France,2017-10-30 00:00,Eolien,2000,1
CARREAU MANCEAU N??5,17W000000439936N,2264,49.63555757,4.013128802,Dizy-le-Gros,2,Aisne,32,Hauts-de-France,2017-10-27 00:00,Eolien,11750,5
MSE LE HAUT DES EPINETTES,17W000000460570T,2439,49.36033559,3.655678444,Les Septvallons,2,Aisne,32,Hauts-de-France,2017-10-27 00:00,Eolien,12000,6
PARC EOLIEN DES TOURNEVENTS DU COS 1,17W000000434200N,2726,49.72741807,3.119478085,Sommette-Eaucourt,2,Aisne,32,Hauts-de-France,2017-10-26 00:00,Eolien,9600,5
ENERGIES DU PLATEAU CENTRAL 2,17W000000439938J,25247,47.44824721,6.411035074,Fontenelle-Montby,25,Doubs,27,Bourgogne-Franche-Comt??,2017-10-20 00:00,Eolien,11120,4
AUNIS ENERGIES,17W0000004606041,17349,46.27975859,-0.88237466,Saint-Jean-de-Liversay,17,Charente-Maritime,75,Nouvelle-Aquitaine,2017-10-20 00:00,Eolien,13500,9
FERME EOLIENNE DE CHAUCHE,17W000000460644Q,85064,46.82827919,-1.270908607,Chauch??,85,Vend??e,52,Pays de la Loire,2017-10-19 00:00,Eolien,11750,5
CEPE DES MONTS DE L'AIN - TRANCHE SUD,17W000000429928S,1191,46.03816234,5.524479012,Izenave,1,Ain,84,Auvergne-Rh??ne-Alpes,2017-10-18 00:00,Eolien,10000,5
SOC EXPLOITATION PARC EOLIEN SABINE 2,17W000000460539N,39094,46.84430558,5.738747672,Chamole,39,Jura,27,Bourgogne-Franche-Comt??,2017-10-16 00:00,Eolien,3000,1
SOC EXPLOITATION PARC EOLIEN SABINE,17W000000460649G,39094,46.84430558,5.738747672,Chamole,39,Jura,27,Bourgogne-Franche-Comt??,2017-10-16 00:00,Eolien,15000,5
CENTRALE EOLIENNE DE COUME,17W000000461337U,57154,49.19687299,6.583118751,Coume,57,Moselle,44,Grand-Est,2017-10-13 00:00,Eolien,7500,3
PARC EOLIEN DES TOURNEVENTS DU COS 2,17W0000004606203,2246,49.70310091,3.154244989,Cugny,2,Aisne,32,Hauts-de-France,2017-10-11 00:00,Eolien,12000,4
priv??,17W000000488778R,79204,46.18576744,-0.245561861,P??rign??,79,Deux-S??vres,75,Nouvelle-Aquitaine,2017-10-08 00:00,Eolien,8000,1
PARC EOLIEN BOIS DE BELFAYS PDL NORD,17W000000387293Q,67421,48.35166583,7.110351004,Saales,67,Bas-Rhin,44,Grand-Est,2017-10-07 00:00,Eolien,4000,2
PARC EOLIEN DU BOIS DE BELFAYS PDL SUD,17W000000424880I,88215,48.36695198,7.062067607,Grandrupt,88,Vosges,44,Grand-Est,2017-10-07 00:00,Eolien,16000,8
ENERTRAG AISNE V DE MEZIERES SISSY,17W0000000477026,2721,49.81065552,3.420846476,Sissy,2,Aisne,32,Hauts-de-France,2017-10-05 00:00,Eolien,10000,4
COUFFE05 - ADP 05 DE LA FERME EOLIENNE DE COUFFRAU (PUECH DEL VERT),17W000000013431C,81023,43.74326219,2.815993084,Barre,81,Tarn,76,Occitanie,2017-10-05 00:00,Eolien,11500,5
COUFFE06 - ADP 06 DE LA FERME EOLIENNE DE COUFFRAU (BOIS DE MERDELOU),17W0000000134265,81023,43.74326219,2.815993084,Barre,81,Tarn,76,Occitanie,2017-10-05 00:00,Eolien,16100,7
FERME EOLIENNE D'AVESSAC,17W0000004321764,44007,47.6354363,-1.970508715,Avessac,44,Loire-Atlantique,52,Pays de la Loire,2017-10-03 00:00,Eolien,10190,5
LES BRANDES,17W000000484027I,86248,46.3255333,0.490583315,Saint-Secondin,86,Vienne,75,Nouvelle-Aquitaine,2017-10-01 00:00,Eolien,15000,5
PARC EOLIEN ROCHER BRETON,17W000000430245L,56108,47.71581364,-2.494562213,Larr??,56,Morbihan,53,Bretagne,2017-09-29 00:00,Eolien,9200,4
CEPE DU BOIS DE BAJOUVE,17W000000434178R,63189,45.65093834,2.746019414,Laqueuille,63,Puy-de-D??me,84,Auvergne-Rh??ne-Alpes,2017-09-28 00:00,Eolien,12000,6
ENERGIE TIGNE,17W0000004264027,49373,47.13733015,-0.559450064,Lys-Haut-Layon,49,Maine-et-Loire,52,Pays de la Loire,2017-09-27 00:00,Eolien,8000,4
AERODIS  HERBITZHEIM,17W000000460668C,67191,49.02213592,7.081789677,Herbitzheim,67,Bas-Rhin,44,Grand-Est,2017-09-27 00:00,Eolien,10000,5
